train_acc,train_loss,val_acc,val_loss
    0.635,     1.028,  0.593,   1.159
    0.638,     1.023,  0.534,   1.374
    0.637,     1.026,  0.584,   1.180
    0.636,     1.022,  0.601,   1.137
    0.637,     1.024,  0.596,   1.155
    0.639,     1.019,  0.528,   1.453
    0.637,     1.018,  0.498,   1.533
    0.637,     1.018,  0.615,   1.123
    0.637,     1.020,  0.571,   1.246
    0.638,     1.018,  0.571,   1.230
    0.642,     1.011,  0.546,   1.334
    0.642,     1.012,  0.564,   1.289
    0.637,     1.014,  0.586,   1.169
    0.665,     0.954,  0.681,   0.893
    0.669,     0.939,  0.680,   0.890
    0.670,     0.934,  0.685,   0.887
    0.671,     0.932,  0.692,   0.881
    0.670,     0.930,  0.695,   0.882
    0.671,     0.929,  0.692,   0.884
    0.673,     0.925,  0.694,   0.880
    0.672,     0.924,  0.693,   0.877
    0.675,     0.925,  0.691,   0.881
    0.673,     0.925,  0.692,   0.884
    0.671,     0.930,  0.692,   0.885
    0.672,     0.928,  0.689,   0.888
    0.674,     0.923,  0.695,   0.877
    0.675,     0.924,  0.693,   0.883
    0.676,     0.919,  0.688,   0.890
    0.674,     0.921,  0.692,   0.884
    0.675,     0.916,  0.697,   0.876
    0.676,     0.921,  0.693,   0.878
    0.673,     0.920,  0.699,   0.878
    0.673,     0.922,  0.692,   0.886
    0.674,     0.924,  0.694,   0.880
    0.675,     0.919,  0.696,   0.885
    0.676,     0.919,  0.694,   0.879
    0.673,     0.919,  0.693,   0.877
    0.677,     0.916,  0.692,   0.882
    0.674,     0.921,  0.693,   0.881
    0.675,     0.916,  0.692,   0.875
    0.676,     0.916,  0.693,   0.872
    0.676,     0.918,  0.696,   0.879
    0.678,     0.912,  0.694,   0.880
    0.677,     0.914,  0.700,   0.879
    0.678,     0.913,  0.692,   0.889
    0.675,     0.919,  0.697,   0.879
    0.677,     0.913,  0.694,   0.880
    0.679,     0.915,  0.700,   0.874
    0.674,     0.917,  0.697,   0.875
    0.679,     0.914,  0.692,   0.876
    0.677,     0.913,  0.688,   0.889
    0.677,     0.913,  0.698,   0.870
    0.679,     0.915,  0.695,   0.879
    0.683,     0.901,  0.702,   0.860
    0.683,     0.900,  0.705,   0.858
    0.683,     0.898,  0.704,   0.859
    0.683,     0.900,  0.705,   0.857
    0.684,     0.895,  0.704,   0.857
    0.682,     0.897,  0.702,   0.859
    0.682,     0.898,  0.705,   0.857
    0.684,     0.897,  0.707,   0.857
    0.685,     0.892,  0.705,   0.857
    0.684,     0.895,  0.708,   0.857
    0.683,     0.899,  0.707,   0.858
    0.683,     0.898,  0.706,   0.857
    0.684,     0.894,  0.706,   0.857
    0.683,     0.899,  0.708,   0.857
    0.681,     0.900,  0.707,   0.856
    0.685,     0.896,  0.708,   0.856
    0.683,     0.896,  0.710,   0.856
    0.682,     0.897,  0.707,   0.854
    0.685,     0.897,  0.708,   0.855
    0.683,     0.897,  0.708,   0.855
    0.682,     0.900,  0.707,   0.854
    0.686,     0.896,  0.709,   0.853
    0.684,     0.894,  0.708,   0.855
    0.685,     0.894,  0.708,   0.855
    0.687,     0.893,  0.707,   0.855
    0.683,     0.894,  0.706,   0.853
    0.684,     0.892,  0.706,   0.855
    0.685,     0.895,  0.706,   0.854
    0.685,     0.893,  0.707,   0.855
    0.684,     0.894,  0.710,   0.853
    0.687,     0.892,  0.705,   0.854
    0.686,     0.895,  0.709,   0.854
    0.683,     0.897,  0.708,   0.854
    0.684,     0.895,  0.707,   0.854
    0.684,     0.895,  0.707,   0.854
    0.685,     0.896,  0.706,   0.854
    0.685,     0.895,  0.708,   0.854
    0.684,     0.893,  0.711,   0.855
    0.687,     0.895,  0.709,   0.854
    0.685,     0.894,  0.708,   0.854
