train_acc,train_loss,val_acc,val_loss
    0.657,     0.966,  0.672,   0.936
    0.658,     0.963,  0.671,   0.935
    0.656,     0.965,  0.674,   0.936
    0.662,     0.957,  0.674,   0.935
    0.655,     0.962,  0.672,   0.937
    0.657,     0.961,  0.676,   0.934
    0.661,     0.961,  0.672,   0.936
    0.661,     0.959,  0.671,   0.936
    0.658,     0.965,  0.671,   0.936
    0.659,     0.959,  0.672,   0.936
    0.659,     0.960,  0.671,   0.935
    0.659,     0.959,  0.672,   0.934
    0.660,     0.955,  0.671,   0.934
    0.660,     0.959,  0.672,   0.936
    0.660,     0.953,  0.672,   0.935
    0.660,     0.957,  0.671,   0.930
    0.660,     0.954,  0.671,   0.934
    0.660,     0.956,  0.671,   0.934
    0.657,     0.957,  0.674,   0.934
    0.661,     0.956,  0.669,   0.934
    0.659,     0.956,  0.676,   0.933
    0.662,     0.956,  0.672,   0.933
    0.660,     0.961,  0.674,   0.929
    0.660,     0.956,  0.671,   0.931
    0.660,     0.957,  0.673,   0.928
    0.660,     0.955,  0.673,   0.928
    0.660,     0.956,  0.668,   0.935
    0.658,     0.953,  0.670,   0.932
    0.662,     0.956,  0.672,   0.932
    0.659,     0.953,  0.672,   0.931
    0.660,     0.953,  0.674,   0.931
    0.663,     0.953,  0.673,   0.930
    0.660,     0.953,  0.672,   0.928
    0.660,     0.957,  0.671,   0.934
    0.660,     0.956,  0.672,   0.929
    0.661,     0.953,  0.673,   0.929
    0.662,     0.954,  0.669,   0.931
    0.661,     0.947,  0.670,   0.929
    0.663,     0.947,  0.672,   0.928
    0.663,     0.946,  0.670,   0.929
    0.664,     0.948,  0.671,   0.928
    0.663,     0.946,  0.669,   0.929
    0.665,     0.945,  0.669,   0.930
    0.663,     0.947,  0.672,   0.928
    0.664,     0.946,  0.672,   0.928
    0.662,     0.947,  0.671,   0.928
    0.666,     0.945,  0.671,   0.929
    0.663,     0.951,  0.673,   0.928
    0.663,     0.946,  0.671,   0.929
    0.665,     0.945,  0.673,   0.929
    0.666,     0.944,  0.671,   0.931
    0.665,     0.946,  0.671,   0.929
    0.665,     0.948,  0.672,   0.929
    0.665,     0.945,  0.672,   0.930
    0.662,     0.946,  0.671,   0.928
    0.662,     0.950,  0.672,   0.929
    0.663,     0.948,  0.672,   0.929
    0.664,     0.946,  0.674,   0.928
    0.667,     0.942,  0.674,   0.927
    0.663,     0.946,  0.670,   0.929
    0.662,     0.945,  0.673,   0.929
    0.665,     0.944,  0.673,   0.928
    0.663,     0.950,  0.675,   0.928
    0.663,     0.948,  0.673,   0.929
    0.664,     0.945,  0.670,   0.928
    0.663,     0.944,  0.672,   0.927
    0.663,     0.947,  0.671,   0.928
    0.664,     0.945,  0.672,   0.927
    0.664,     0.948,  0.673,   0.927
    0.665,     0.944,  0.672,   0.927
    0.663,     0.948,  0.673,   0.928
    0.660,     0.948,  0.672,   0.928
    0.663,     0.947,  0.673,   0.928
    0.664,     0.947,  0.670,   0.928
    0.664,     0.948,  0.672,   0.928
    0.666,     0.943,  0.672,   0.928
    0.664,     0.945,  0.672,   0.929
