train_acc,train_loss,val_acc,val_loss
    0.951,     0.140,  0.874,   0.483
    0.953,     0.134,  0.884,   0.457
    0.975,     0.077,  0.917,   0.318
    0.984,     0.049,  0.918,   0.318
    0.986,     0.041,  0.922,   0.319
    0.988,     0.037,  0.921,   0.328
    0.991,     0.030,  0.921,   0.333
    0.992,     0.027,  0.919,   0.339
    0.993,     0.024,  0.920,   0.348
    0.994,     0.022,  0.923,   0.344
    0.994,     0.021,  0.922,   0.358
    0.995,     0.019,  0.921,   0.363
    0.995,     0.017,  0.920,   0.366
    0.995,     0.016,  0.920,   0.374
    0.996,     0.015,  0.922,   0.366
    0.996,     0.013,  0.922,   0.380
    0.996,     0.013,  0.922,   0.374
    0.997,     0.013,  0.923,   0.378
    0.997,     0.013,  0.923,   0.388
    0.997,     0.011,  0.920,   0.396
    0.998,     0.010,  0.920,   0.389
    0.998,     0.010,  0.921,   0.397
    0.997,     0.009,  0.922,   0.391
    0.998,     0.010,  0.920,   0.407
    0.998,     0.009,  0.922,   0.407
    0.998,     0.008,  0.922,   0.413
    0.998,     0.008,  0.921,   0.419
    0.998,     0.008,  0.922,   0.414
    0.998,     0.008,  0.924,   0.413
    0.998,     0.007,  0.924,   0.405
    0.999,     0.006,  0.925,   0.416
    0.999,     0.006,  0.923,   0.412
    0.998,     0.006,  0.924,   0.419
    0.999,     0.006,  0.924,   0.420
    0.999,     0.006,  0.924,   0.418
    0.999,     0.005,  0.922,   0.426
    0.999,     0.005,  0.921,   0.424
    0.999,     0.005,  0.922,   0.434
    0.999,     0.005,  0.923,   0.428
    0.999,     0.005,  0.921,   0.435
    0.999,     0.005,  0.922,   0.434
    0.999,     0.005,  0.923,   0.433
    0.999,     0.005,  0.924,   0.431
    0.999,     0.004,  0.923,   0.431
    0.999,     0.004,  0.923,   0.428
    0.999,     0.004,  0.923,   0.428
    0.999,     0.004,  0.924,   0.429
    0.999,     0.004,  0.924,   0.428
    0.999,     0.004,  0.923,   0.429
    0.999,     0.004,  0.925,   0.428
    0.999,     0.004,  0.924,   0.430
    0.999,     0.004,  0.924,   0.428
    0.999,     0.004,  0.924,   0.428
    0.999,     0.003,  0.924,   0.429
    0.999,     0.004,  0.924,   0.428
    0.999,     0.004,  0.924,   0.427
    0.999,     0.004,  0.924,   0.427
    0.999,     0.003,  0.924,   0.427
    0.999,     0.003,  0.924,   0.425
    0.999,     0.003,  0.924,   0.428
    0.999,     0.003,  0.924,   0.426
    1.000,     0.003,  0.924,   0.428
    0.999,     0.003,  0.925,   0.428
    0.999,     0.003,  0.925,   0.429
    0.999,     0.003,  0.925,   0.428
    0.999,     0.003,  0.925,   0.430
    1.000,     0.003,  0.924,   0.429
    0.999,     0.003,  0.924,   0.428
    1.000,     0.003,  0.924,   0.428
    0.999,     0.003,  0.924,   0.430
    1.000,     0.003,  0.925,   0.429
    1.000,     0.003,  0.925,   0.432
    1.000,     0.003,  0.925,   0.431
    0.999,     0.003,  0.925,   0.430
    1.000,     0.003,  0.925,   0.429
    1.000,     0.003,  0.925,   0.430
    0.999,     0.003,  0.925,   0.432
    0.999,     0.003,  0.924,   0.430
    1.000,     0.003,  0.924,   0.430
    1.000,     0.003,  0.924,   0.431
    0.999,     0.003,  0.925,   0.430
    0.999,     0.003,  0.925,   0.430
