train_acc,train_loss,val_acc,val_loss
    0.359,     1.714,  0.443,   1.629
    0.565,     1.201,  0.546,   1.372
    0.660,     0.958,  0.654,   1.049
    0.716,     0.806,  0.677,   1.031
    0.755,     0.696,  0.730,   0.881
    0.781,     0.628,  0.756,   0.756
    0.803,     0.567,  0.785,   0.636
    0.819,     0.522,  0.789,   0.636
    0.830,     0.494,  0.806,   0.583
    0.842,     0.457,  0.810,   0.578
    0.849,     0.434,  0.831,   0.504
    0.857,     0.409,  0.829,   0.517
    0.868,     0.383,  0.800,   0.636
    0.871,     0.370,  0.816,   0.580
    0.877,     0.353,  0.833,   0.523
    0.884,     0.331,  0.850,   0.470
    0.886,     0.322,  0.801,   0.680
    0.891,     0.306,  0.830,   0.559
    0.898,     0.294,  0.838,   0.523
    0.904,     0.278,  0.847,   0.469
    0.908,     0.264,  0.851,   0.492
    0.911,     0.254,  0.845,   0.497
    0.913,     0.246,  0.860,   0.435
    0.917,     0.234,  0.851,   0.530
    0.921,     0.222,  0.853,   0.539
    0.922,     0.219,  0.871,   0.453
    0.924,     0.210,  0.871,   0.421
    0.929,     0.201,  0.862,   0.455
    0.930,     0.197,  0.859,   0.494
    0.933,     0.190,  0.859,   0.470
    0.936,     0.181,  0.868,   0.471
    0.939,     0.171,  0.860,   0.538
    0.938,     0.170,  0.854,   0.538
    0.939,     0.167,  0.863,   0.478
    0.946,     0.152,  0.850,   0.556
    0.947,     0.150,  0.875,   0.489
    0.950,     0.142,  0.863,   0.546
    0.950,     0.142,  0.870,   0.498
    0.952,     0.134,  0.872,   0.469
    0.953,     0.131,  0.862,   0.563
    0.957,     0.125,  0.863,   0.583
    0.957,     0.120,  0.868,   0.526
    0.957,     0.120,  0.880,   0.469
    0.958,     0.117,  0.875,   0.524
    0.960,     0.113,  0.872,   0.537
    0.959,     0.113,  0.868,   0.559
    0.962,     0.104,  0.864,   0.550
    0.961,     0.104,  0.865,   0.550
    0.962,     0.105,  0.872,   0.533
    0.965,     0.099,  0.877,   0.522
    0.966,     0.091,  0.874,   0.559
    0.968,     0.088,  0.870,   0.558
    0.968,     0.090,  0.872,   0.574
    0.971,     0.084,  0.878,   0.540
    0.971,     0.084,  0.879,   0.568
    0.972,     0.078,  0.886,   0.505
    0.973,     0.074,  0.860,   0.637
    0.973,     0.075,  0.875,   0.557
    0.972,     0.078,  0.879,   0.572
    0.976,     0.068,  0.883,   0.562
    0.975,     0.072,  0.880,   0.583
    0.976,     0.066,  0.875,   0.620
    0.974,     0.073,  0.877,   0.576
    0.978,     0.063,  0.879,   0.631
    0.978,     0.062,  0.879,   0.615
    0.978,     0.062,  0.887,   0.552
    0.979,     0.060,  0.887,   0.545
    0.978,     0.059,  0.876,   0.624
    0.978,     0.063,  0.879,   0.575
    0.981,     0.054,  0.870,   0.698
    0.978,     0.060,  0.883,   0.630
    0.982,     0.052,  0.885,   0.579
    0.980,     0.056,  0.887,   0.568
    0.984,     0.047,  0.877,   0.673
    0.982,     0.052,  0.888,   0.621
    0.985,     0.045,  0.889,   0.545
    0.983,     0.048,  0.880,   0.651
    0.983,     0.048,  0.879,   0.628
    0.985,     0.042,  0.876,   0.670
    0.984,     0.045,  0.883,   0.669
    0.990,     0.027,  0.893,   0.536
    0.995,     0.017,  0.896,   0.536
    0.996,     0.015,  0.896,   0.540
    0.996,     0.014,  0.896,   0.535
    0.997,     0.012,  0.897,   0.534
    0.997,     0.011,  0.897,   0.548
    0.997,     0.011,  0.898,   0.546
    0.997,     0.009,  0.897,   0.551
    0.997,     0.009,  0.898,   0.555
    0.998,     0.009,  0.898,   0.560
    0.997,     0.009,  0.897,   0.569
    0.998,     0.007,  0.899,   0.567
    0.998,     0.007,  0.898,   0.564
    0.998,     0.008,  0.898,   0.570
    0.998,     0.007,  0.901,   0.560
    0.998,     0.007,  0.901,   0.563
    0.999,     0.006,  0.901,   0.562
    0.998,     0.006,  0.902,   0.574
    0.998,     0.006,  0.902,   0.568
    0.998,     0.006,  0.901,   0.586
    0.999,     0.005,  0.901,   0.573
    0.998,     0.006,  0.901,   0.585
    0.998,     0.006,  0.899,   0.592
    0.999,     0.006,  0.900,   0.594
    0.998,     0.006,  0.899,   0.590
    0.998,     0.005,  0.899,   0.597
    0.999,     0.005,  0.899,   0.593
    0.999,     0.005,  0.900,   0.591
    0.999,     0.005,  0.899,   0.598
    0.999,     0.005,  0.899,   0.612
    0.999,     0.005,  0.899,   0.605
    0.999,     0.005,  0.901,   0.601
    0.999,     0.005,  0.900,   0.604
    0.999,     0.004,  0.900,   0.608
    0.999,     0.004,  0.900,   0.606
    0.999,     0.004,  0.899,   0.594
    0.999,     0.004,  0.900,   0.606
    0.999,     0.004,  0.899,   0.614
    0.999,     0.004,  0.899,   0.617
    0.999,     0.004,  0.901,   0.611
    0.999,     0.004,  0.900,   0.612
    0.999,     0.003,  0.901,   0.610
    0.999,     0.004,  0.900,   0.614
    0.999,     0.004,  0.900,   0.613
    0.999,     0.004,  0.901,   0.611
    0.999,     0.004,  0.900,   0.613
    0.999,     0.004,  0.900,   0.612
    0.999,     0.003,  0.899,   0.614
    0.999,     0.004,  0.900,   0.612
    0.999,     0.003,  0.900,   0.611
    0.999,     0.003,  0.901,   0.612
    0.999,     0.003,  0.900,   0.612
    0.999,     0.003,  0.899,   0.612
    0.999,     0.003,  0.899,   0.615
    0.999,     0.003,  0.899,   0.615
    0.999,     0.004,  0.900,   0.611
    0.999,     0.003,  0.901,   0.614
    0.999,     0.004,  0.900,   0.615
    0.999,     0.003,  0.900,   0.613
    0.999,     0.003,  0.901,   0.612
    0.999,     0.004,  0.901,   0.613
    0.999,     0.003,  0.901,   0.613
    0.999,     0.003,  0.901,   0.613
    0.999,     0.003,  0.901,   0.614
    0.999,     0.003,  0.900,   0.618
    0.999,     0.003,  0.900,   0.618
    0.999,     0.003,  0.900,   0.618
    0.999,     0.003,  0.902,   0.616
    1.000,     0.003,  0.900,   0.616
    0.999,     0.003,  0.901,   0.614
    0.999,     0.004,  0.901,   0.618
    0.999,     0.003,  0.901,   0.616
    0.999,     0.004,  0.900,   0.619
    0.999,     0.003,  0.899,   0.618
    0.999,     0.003,  0.901,   0.621
    0.999,     0.003,  0.900,   0.613
    0.999,     0.003,  0.901,   0.619
    0.999,     0.003,  0.902,   0.618
    0.999,     0.003,  0.901,   0.614
    0.999,     0.003,  0.902,   0.622
