train_acc,train_loss,val_acc,val_loss
    0.999,     0.003,  0.926,   0.458
    0.999,     0.002,  0.926,   0.459
    1.000,     0.002,  0.926,   0.460
    1.000,     0.003,  0.926,   0.460
    1.000,     0.003,  0.926,   0.463
    0.999,     0.002,  0.927,   0.464
    0.999,     0.002,  0.926,   0.461
    0.999,     0.002,  0.927,   0.461
    1.000,     0.002,  0.928,   0.463
    1.000,     0.002,  0.928,   0.460
    1.000,     0.002,  0.928,   0.459
    0.999,     0.002,  0.928,   0.459
    0.999,     0.002,  0.928,   0.459
    0.999,     0.002,  0.929,   0.456
    1.000,     0.002,  0.928,   0.459
    1.000,     0.002,  0.928,   0.459
    0.999,     0.002,  0.928,   0.457
    1.000,     0.002,  0.928,   0.458
    0.999,     0.002,  0.928,   0.458
    0.999,     0.002,  0.927,   0.458
    1.000,     0.002,  0.928,   0.459
    1.000,     0.002,  0.927,   0.460
    1.000,     0.002,  0.927,   0.461
    1.000,     0.002,  0.928,   0.460
    0.999,     0.002,  0.928,   0.460
    1.000,     0.002,  0.929,   0.458
    1.000,     0.002,  0.928,   0.459
    0.999,     0.002,  0.928,   0.458
    1.000,     0.002,  0.928,   0.459
    1.000,     0.002,  0.928,   0.458
    1.000,     0.002,  0.928,   0.459
