train_acc,train_loss,val_acc,val_loss
    0.947,     0.151,  0.870,   0.466
    0.944,     0.160,  0.869,   0.465
    0.946,     0.154,  0.877,   0.423
    0.949,     0.144,  0.861,   0.515
    0.945,     0.156,  0.836,   0.619
    0.946,     0.151,  0.869,   0.471
    0.948,     0.149,  0.865,   0.464
    0.948,     0.147,  0.861,   0.513
    0.951,     0.141,  0.869,   0.457
    0.949,     0.147,  0.875,   0.446
    0.949,     0.145,  0.852,   0.538
    0.949,     0.143,  0.863,   0.478
    0.948,     0.144,  0.866,   0.485
    0.947,     0.148,  0.868,   0.499
    0.952,     0.136,  0.857,   0.527
    0.949,     0.145,  0.861,   0.525
    0.953,     0.134,  0.873,   0.449
    0.974,     0.076,  0.916,   0.300
    0.986,     0.044,  0.917,   0.306
    0.989,     0.035,  0.917,   0.305
    0.991,     0.030,  0.920,   0.310
    0.993,     0.025,  0.922,   0.315
    0.994,     0.023,  0.920,   0.327
    0.995,     0.020,  0.921,   0.327
    0.996,     0.017,  0.921,   0.334
    0.996,     0.015,  0.923,   0.333
    0.996,     0.014,  0.924,   0.333
    0.997,     0.013,  0.925,   0.338
    0.997,     0.012,  0.921,   0.345
    0.997,     0.011,  0.923,   0.354
    0.997,     0.011,  0.925,   0.351
    0.998,     0.009,  0.923,   0.360
    0.998,     0.008,  0.922,   0.364
    0.998,     0.008,  0.925,   0.361
    0.998,     0.008,  0.924,   0.362
    0.999,     0.007,  0.922,   0.372
    0.999,     0.007,  0.925,   0.371
    0.998,     0.007,  0.922,   0.373
    0.999,     0.006,  0.922,   0.385
    0.998,     0.007,  0.924,   0.382
    0.999,     0.006,  0.922,   0.381
    0.999,     0.006,  0.923,   0.388
    0.999,     0.005,  0.925,   0.378
    0.999,     0.005,  0.923,   0.388
    0.999,     0.005,  0.925,   0.389
    0.999,     0.005,  0.924,   0.386
    0.999,     0.004,  0.924,   0.390
    0.999,     0.004,  0.926,   0.387
    0.999,     0.004,  0.924,   0.385
    0.999,     0.004,  0.925,   0.393
    0.999,     0.004,  0.924,   0.397
    0.999,     0.004,  0.924,   0.397
    0.999,     0.004,  0.925,   0.397
    0.999,     0.003,  0.923,   0.404
    0.999,     0.004,  0.924,   0.411
    1.000,     0.003,  0.922,   0.407
    1.000,     0.003,  0.922,   0.409
    1.000,     0.003,  0.923,   0.407
    1.000,     0.003,  0.923,   0.404
    1.000,     0.003,  0.924,   0.406
    1.000,     0.003,  0.924,   0.402
    1.000,     0.003,  0.925,   0.402
    1.000,     0.002,  0.925,   0.401
    1.000,     0.003,  0.925,   0.400
    1.000,     0.003,  0.926,   0.400
    1.000,     0.003,  0.926,   0.401
    1.000,     0.003,  0.926,   0.400
    1.000,     0.002,  0.926,   0.402
    1.000,     0.002,  0.925,   0.402
    1.000,     0.003,  0.926,   0.402
    1.000,     0.003,  0.925,   0.402
    1.000,     0.002,  0.925,   0.404
    1.000,     0.002,  0.926,   0.402
    1.000,     0.002,  0.925,   0.402
    1.000,     0.003,  0.926,   0.401
    1.000,     0.002,  0.926,   0.402
    1.000,     0.002,  0.926,   0.399
    1.000,     0.002,  0.926,   0.401
    1.000,     0.002,  0.927,   0.402
    1.000,     0.003,  0.926,   0.403
    1.000,     0.002,  0.926,   0.401
    1.000,     0.002,  0.925,   0.401
    1.000,     0.002,  0.926,   0.400
    1.000,     0.002,  0.927,   0.404
    1.000,     0.002,  0.926,   0.403
    1.000,     0.002,  0.927,   0.402
    1.000,     0.002,  0.926,   0.404
    1.000,     0.002,  0.926,   0.402
    1.000,     0.002,  0.926,   0.403
    1.000,     0.002,  0.926,   0.404
    1.000,     0.002,  0.926,   0.401
    1.000,     0.002,  0.925,   0.402
    1.000,     0.002,  0.926,   0.403
    1.000,     0.002,  0.925,   0.402
    1.000,     0.002,  0.925,   0.403
    1.000,     0.002,  0.925,   0.402
    1.000,     0.002,  0.925,   0.402
