train_acc,train_loss,val_acc,val_loss
    0.127,     2.341,  0.208,   2.097
    0.251,     1.924,  0.264,   1.875
    0.324,     1.748,  0.361,   1.705
    0.428,     1.547,  0.441,   1.728
    0.530,     1.289,  0.575,   1.225
    0.627,     1.045,  0.537,   1.445
    0.691,     0.879,  0.624,   1.196
    0.730,     0.769,  0.657,   1.213
    0.754,     0.696,  0.700,   1.120
    0.782,     0.633,  0.732,   0.832
    0.796,     0.585,  0.767,   0.700
    0.814,     0.544,  0.774,   0.695
    0.822,     0.513,  0.798,   0.617
    0.833,     0.480,  0.801,   0.622
    0.842,     0.451,  0.805,   0.618
    0.853,     0.428,  0.788,   0.654
    0.856,     0.410,  0.820,   0.558
    0.864,     0.392,  0.809,   0.603
    0.872,     0.373,  0.829,   0.534
    0.878,     0.354,  0.833,   0.555
    0.882,     0.341,  0.818,   0.605
    0.887,     0.327,  0.832,   0.523
    0.889,     0.319,  0.837,   0.505
    0.896,     0.303,  0.828,   0.533
    0.894,     0.300,  0.848,   0.465
    0.899,     0.287,  0.804,   0.675
    0.901,     0.282,  0.842,   0.505
    0.908,     0.266,  0.845,   0.529
    0.908,     0.264,  0.853,   0.474
    0.911,     0.252,  0.844,   0.535
    0.915,     0.246,  0.849,   0.510
    0.918,     0.235,  0.851,   0.462
    0.919,     0.233,  0.843,   0.539
    0.920,     0.225,  0.836,   0.570
    0.921,     0.225,  0.858,   0.473
    0.925,     0.216,  0.861,   0.468
    0.926,     0.210,  0.870,   0.451
    0.927,     0.208,  0.857,   0.468
    0.933,     0.193,  0.865,   0.497
    0.928,     0.203,  0.859,   0.501
    0.931,     0.196,  0.851,   0.524
    0.934,     0.188,  0.866,   0.443
    0.936,     0.182,  0.867,   0.460
    0.936,     0.186,  0.841,   0.610
    0.939,     0.174,  0.877,   0.420
    0.941,     0.168,  0.859,   0.513
    0.940,     0.170,  0.875,   0.458
    0.942,     0.167,  0.871,   0.450
    0.940,     0.171,  0.856,   0.506
    0.943,     0.164,  0.859,   0.517
    0.945,     0.159,  0.872,   0.471
    0.944,     0.160,  0.865,   0.476
    0.946,     0.158,  0.868,   0.480
    0.946,     0.152,  0.874,   0.438
    0.946,     0.154,  0.879,   0.425
    0.948,     0.149,  0.882,   0.425
    0.946,     0.153,  0.871,   0.452
    0.950,     0.144,  0.880,   0.437
    0.949,     0.145,  0.866,   0.463
    0.949,     0.145,  0.861,   0.520
    0.952,     0.140,  0.873,   0.451
    0.952,     0.140,  0.876,   0.437
    0.951,     0.142,  0.855,   0.596
    0.955,     0.129,  0.865,   0.520
    0.954,     0.133,  0.869,   0.508
    0.955,     0.130,  0.863,   0.531
