train_acc,train_loss,val_acc,val_loss
    0.954,     0.131,  0.857,   0.582
    0.956,     0.126,  0.864,   0.550
    0.954,     0.130,  0.865,   0.583
    0.956,     0.126,  0.880,   0.421
    0.958,     0.122,  0.874,   0.477
    0.957,     0.124,  0.875,   0.474
    0.957,     0.123,  0.884,   0.436
    0.957,     0.124,  0.881,   0.486
    0.958,     0.122,  0.879,   0.502
    0.958,     0.116,  0.871,   0.477
    0.959,     0.116,  0.870,   0.582
    0.957,     0.124,  0.878,   0.498
    0.959,     0.115,  0.877,   0.478
    0.959,     0.117,  0.872,   0.519
    0.979,     0.062,  0.916,   0.329
    0.988,     0.035,  0.921,   0.328
    0.992,     0.027,  0.919,   0.330
    0.993,     0.023,  0.920,   0.333
    0.995,     0.018,  0.920,   0.343
    0.995,     0.016,  0.919,   0.348
    0.996,     0.014,  0.920,   0.356
    0.997,     0.012,  0.921,   0.360
    0.997,     0.011,  0.925,   0.356
    0.997,     0.011,  0.926,   0.360
    0.998,     0.009,  0.923,   0.371
    0.998,     0.008,  0.924,   0.372
    0.998,     0.008,  0.923,   0.375
    0.999,     0.007,  0.921,   0.385
    0.999,     0.006,  0.921,   0.387
    0.999,     0.006,  0.922,   0.390
    0.999,     0.006,  0.920,   0.396
    0.999,     0.006,  0.923,   0.400
    0.999,     0.005,  0.921,   0.401
    0.999,     0.005,  0.920,   0.408
    0.999,     0.004,  0.921,   0.407
    0.999,     0.004,  0.922,   0.407
    0.999,     0.004,  0.921,   0.414
    0.999,     0.004,  0.924,   0.407
    0.999,     0.004,  0.921,   0.415
    0.999,     0.003,  0.922,   0.419
    0.999,     0.004,  0.923,   0.423
    0.999,     0.003,  0.922,   0.426
    1.000,     0.003,  0.923,   0.426
    0.999,     0.003,  0.924,   0.428
    0.999,     0.003,  0.922,   0.433
    0.999,     0.003,  0.922,   0.429
    0.999,     0.003,  0.922,   0.435
    1.000,     0.003,  0.922,   0.431
    0.999,     0.003,  0.922,   0.434
    1.000,     0.003,  0.923,   0.434
    0.999,     0.003,  0.924,   0.439
    1.000,     0.002,  0.921,   0.447
    1.000,     0.002,  0.922,   0.443
    1.000,     0.002,  0.921,   0.445
    1.000,     0.002,  0.922,   0.443
    1.000,     0.002,  0.921,   0.445
    1.000,     0.002,  0.922,   0.444
    1.000,     0.002,  0.923,   0.444
    1.000,     0.002,  0.923,   0.444
    1.000,     0.002,  0.923,   0.440
    1.000,     0.002,  0.923,   0.443
    1.000,     0.002,  0.923,   0.443
    1.000,     0.002,  0.922,   0.444
    1.000,     0.002,  0.923,   0.444
    1.000,     0.002,  0.923,   0.444
    1.000,     0.002,  0.923,   0.444
    1.000,     0.002,  0.922,   0.443
    1.000,     0.002,  0.923,   0.442
    1.000,     0.002,  0.923,   0.443
    1.000,     0.002,  0.923,   0.442
    1.000,     0.002,  0.924,   0.443
    1.000,     0.002,  0.923,   0.442
    1.000,     0.002,  0.923,   0.442
    1.000,     0.001,  0.923,   0.442
    1.000,     0.002,  0.924,   0.442
    1.000,     0.001,  0.923,   0.444
    1.000,     0.002,  0.923,   0.444
    1.000,     0.002,  0.923,   0.444
    1.000,     0.002,  0.924,   0.442
    1.000,     0.002,  0.924,   0.441
    1.000,     0.001,  0.924,   0.440
    1.000,     0.002,  0.924,   0.443
    1.000,     0.002,  0.924,   0.442
    1.000,     0.002,  0.923,   0.443
    1.000,     0.002,  0.923,   0.441
    1.000,     0.002,  0.923,   0.443
    1.000,     0.001,  0.925,   0.443
    1.000,     0.002,  0.923,   0.443
    1.000,     0.002,  0.924,   0.442
    1.000,     0.002,  0.924,   0.443
    1.000,     0.001,  0.924,   0.444
    1.000,     0.001,  0.925,   0.445
    1.000,     0.001,  0.924,   0.446
    1.000,     0.001,  0.924,   0.445
